"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FAM102A",-1.36862333333333,10.3691216666667,-19.3640607467992,6.78877644700136e-10,5.44962406186675e-08,13.3040661377073
"HMGCLL1",-1.78479666666667,6.68075166666667,-19.3591553465592,6.80735439622933e-10,5.44962406186675e-08,13.3012425725935
"PPP2R2B",-1.57792666666666,8.83894333333333,-19.3535455914608,6.82866772114555e-10,5.44962406186675e-08,13.2980126662295
"DKC1",1.37145,10.6501416666667,19.3292563046864,6.92179204047612e-10,5.50063423165938e-08,13.2840164779706
"ST8SIA4",-1.89253666666667,10.6254983333333,-19.3011987254517,7.03108691329138e-10,5.56401222373655e-08,13.2678261144095
"KRCC1",-1.74917666666667,8.459595,-19.2571755122254,7.20637606356791e-10,5.67886555570034e-08,13.2423735782422
"NCAPH",1.74680333333333,10.3316316666667,19.2056578028733,7.4175660361704e-10,5.82093494688472e-08,13.2125111717395
"PYGL",-1.3007,11.5293166666667,-19.1402713300376,7.69535886365409e-10,6.01387505552121e-08,13.1744897745283
"TRIM9",-1.58899333333334,8.53075666666667,-19.0901184461577,7.91610008443148e-10,6.16081937975961e-08,13.1452351453022
"LRP8",1.4871,10.86225,19.0600297388077,8.05183057728328e-10,6.22338407558595e-08,13.1276458921143
"LYAR",1.84472333333333,9.41513833333333,19.057671126665,8.06257679963349e-10,6.22338407558595e-08,13.1262658797265
"NEFL",-1.28851333333333,10.53501,-19.0504072145126,8.09577049428117e-10,6.22349965262415e-08,13.1220146891936
"TMPRSS5",-1.61824666666667,9.43414333333333,-18.9097812489085,8.76857833407536e-10,6.7133091196738e-08,13.0393814647035
"ASF1B",1.7371,11.19875,18.878751763993,8.92508230656284e-10,6.80546559359533e-08,13.0210626925094
"SLC14A1",2.25027333333333,8.05304333333333,18.8608185440563,9.0169158734747e-10,6.84776586939607e-08,13.0104613347878
"FANCB",1.66000333333333,8.98906833333333,18.8080361300729,9.29322386363094e-10,7.02067704628447e-08,12.9791981328138
"C3",-1.41104333333334,8.81459833333333,-18.8031708033744,9.31915292328298e-10,7.02067704628447e-08,12.9763118279968
"HIST1H2BM",1.74393333333334,13.0233666666667,18.7838770380137,9.42275369393208e-10,7.07044394707238e-08,12.9648584123348
"KCNN4",1.27079333333334,8.79517666666667,18.7582308096743,9.56240887555346e-10,7.14676225246722e-08,12.9496151722467
"MCM2",1.62666666666667,10.0209,18.7170495601898,9.7913916743454e-10,7.28897513022218e-08,12.9250934539046
"GRIK2",-1.87146666666667,10.2563,-18.6979527357861,9.899595123948e-10,7.34051080962349e-08,12.9137032204702
"CDCA4",1.40741666666666,9.54995833333333,18.6898882868687,9.9456786130946e-10,7.34576121564799e-08,12.9088896100756
"LY96",-2.67874333333333,6.79463833333333,-18.6524117978116,1.01629174704693e-09,7.47689014214138e-08,12.8864920748454
"RAPH1",1.35660333333333,9.293785,18.632084207208,1.02829043273577e-09,7.53393011001462e-08,12.8743240653405
"PCNA",1.40524,10.5398466666667,18.6257759836515,1.03204522054995e-09,7.53393011001462e-08,12.8705452124366
"TNIK",-1.42649333333333,9.21911666666667,-18.595936965137,1.05000926963311e-09,7.63547281245949e-08,12.8526527085481
"RAD54L",1.92784333333333,7.899625,18.5373165875522,1.08629898147254e-09,7.86898269886687e-08,12.8174157996939
"LOC105371030",-1.74325666666667,9.943305,-18.4397368727299,1.14976865801729e-09,8.29683636210635e-08,12.7585057146161
"HMGA2",1.56638,9.78467666666667,18.4155676285958,1.16610510210597e-09,8.38260438666559e-08,12.7438650131425
"SPON2",-1.45876666666667,9.14901,-18.3218510544044,1.23187865259373e-09,8.82175001633095e-08,12.6869086506171
"ANXA9",-1.72287666666667,8.83926166666667,-18.3113635846287,1.23948654150775e-09,8.84260966771094e-08,12.6805163208139
"CYP1B1",-2.94881333333333,9.11706,-18.3024138419259,1.24601933798547e-09,8.85567102325219e-08,12.6750583029513
"LRP1",-1.22137333333333,10.0328466666667,-18.2922063608013,1.25351595314934e-09,8.87545844421603e-08,12.6688299153207
"CXADR",-1.72548333333333,8.78060833333333,-18.2562640162742,1.28030582799351e-09,9.03025316845662e-08,12.64687031856
"HSD17B3",-2.22093333333333,9.16856666666667,-18.2500932914414,1.28496753166952e-09,9.03025316845662e-08,12.6430957596956
"CDH10",-2.10785,6.86658166666667,-18.2323598044189,1.29846743422927e-09,9.09120284619855e-08,12.6322411276965
"CORO2B",1.51624666666667,8.16679,18.1944745448409,1.32782783070405e-09,9.26233680128895e-08,12.6090154311949
"RAB3B",-1.49687,9.11511833333333,-18.142466958631,1.36931479226268e-09,9.51648516512006e-08,12.5770513875053
"LMF1",-1.25134333333333,9.13636166666667,-18.1278769112429,1.38120509015121e-09,9.56382965731909e-08,12.5680674853201
"TRIP13",1.73812666666666,10.54317,18.1074996172943,1.39800007048863e-09,9.64466422255785e-08,12.5555076940877
"ITGB5",1.24763333333333,10.8047833333333,18.0939377530288,1.40930078999431e-09,9.67041215986179e-08,12.5471406786722
"PLPP3",-1.49621666666667,10.7193583333333,-18.0907143459903,1.41200135072847e-09,9.67041215986179e-08,12.5451510510563
"SLFN11",1.74752,8.82873,18.0767057665139,1.42380324230766e-09,9.71590951652987e-08,12.5365001409651
"HIVEP3",1.32605333333333,8.55911333333333,18.0630479499541,1.43541296536451e-09,9.72338907306501e-08,12.5280592567849
"ARID5B",-1.3103,10.4074166666667,-18.0538189690294,1.44331625504609e-09,9.72338907306501e-08,12.5223518220756
"FANCI",1.52937333333334,10.32008,18.042221539428,1.45331494207411e-09,9.72338907306501e-08,12.5151754597864
"CENPK",1.64323,9.780285,18.0414296600131,1.45400040026066e-09,9.72338907306501e-08,12.5146852819896
"CDCA7",1.96435,7.989835,18.040545192755,1.45476641899645e-09,9.72338907306501e-08,12.5141377658703
"CTPS1",1.46318,10.3197766666667,18.039265634289,1.45587539482018e-09,9.72338907306501e-08,12.5133456260682
"TICRR",1.83665,10.0693083333333,17.9966815126998,1.49331198693119e-09,9.93817595825511e-08,12.4869502407021
"GALNT14",1.54934,9.12107666666667,17.9831054254198,1.5054660662346e-09,9.98378446882483e-08,12.4785218465773
"IL1RAP",1.52134666666666,8.03617666666667,17.9405811079963,1.54423764826008e-09,1.01754172908615e-07,12.4520796322094
"CENPU",1.23534333333334,9.89126166666667,17.9346664758182,1.54971578523481e-09,1.01754172908615e-07,12.4483967781619
"DNAJC1",-1.20825666666666,10.1094716666667,-17.9337455467526,1.55057065014189e-09,1.01754172908615e-07,12.4478232336063
"PLSCR4",-1.24539666666667,7.75232166666667,-17.9193923146663,1.56396072109358e-09,1.02036276370134e-07,12.4388803219946
"HK2",1.29220333333333,10.070365,17.9175326425346,1.56570478236003e-09,1.02036276370134e-07,12.4377211030918
"TANC2",-1.50793333333333,10.3311333333333,-17.9007825455953,1.58150922393821e-09,1.02710843874663e-07,12.4272744803685
"TRIM2",-1.38883333333334,11.2262833333333,-17.8834071971261,1.59808711349836e-09,1.03192676927369e-07,12.4164273926677
"EFEMP2",-1.46744,8.67483666666667,-17.8815330916041,1.59988646399021e-09,1.03192676927369e-07,12.4152567852666
"ABCC2",-1.36376666666667,10.97965,-17.87377621303,1.60735739693904e-09,1.03320714040785e-07,12.4104103418249
"CLYBL",-1.49693666666667,7.40054166666667,-17.8472710284155,1.63317316748651e-09,1.04452842163027e-07,12.3938339382181
"PRIM1",1.36015666666667,10.2948883333333,17.844333601648,1.63606182638277e-09,1.04452842163027e-07,12.3919953248591
"CLU",-1.50474,8.74944666666667,-17.8360411775021,1.64424660000027e-09,1.0462074481218e-07,12.3868032164647
"SLC37A3",1.37419666666667,10.3348683333333,17.8031335536964,1.6771687038317e-09,1.06356213360156e-07,12.3661746696007
"IFITM1",-1.44619,9.225305,-17.7896880922112,1.69082574923069e-09,1.06862456916143e-07,12.3577350715221
"USP2",-1.42495,8.354635,-17.7529324367591,1.72878078148187e-09,1.08539156385582e-07,12.3346307815136
"ADD3",-1.39616666666667,11.0168166666667,-17.7528364406919,1.72888111477512e-09,1.08539156385582e-07,12.334570375668
"PKMYT1",1.81670666666667,8.48090333333333,17.7383617505103,1.74408249260417e-09,1.09129733108661e-07,12.3254583340802
"DALRD3",-1.28534,10.4963633333333,-17.7275811397191,1.75549875341875e-09,1.09323794605475e-07,12.3186668701686
"ICA1",-1.42392666666667,7.93029666666667,-17.7196166158463,1.76398506763105e-09,1.09323794605475e-07,12.3136467660397
"KCNS3",-1.30104333333333,8.80269833333333,-17.7190432412651,1.76459772539367e-09,1.09323794605475e-07,12.3132852750828
"CDC6",1.48754,10.5834633333333,17.7090683674176,1.77529310801101e-09,1.09625804577965e-07,12.306994595975
"ALPK1",-1.49577333333333,8.60022666666667,-17.666445893259,1.82179500669761e-09,1.1187519326667e-07,12.2800740959919
"PLCD4",-1.83653333333333,7.69353666666667,-17.657448626476,1.83177951316759e-09,1.1187519326667e-07,12.2743829781777
"GNAI1",-1.45604666666667,8.41381333333333,-17.6540766767277,1.8355367701317e-09,1.1187519326667e-07,12.2722493331571
"FAT4",-1.71180333333334,8.430015,-17.6490463016389,1.84115754196191e-09,1.1187519326667e-07,12.2690655304636
"HBP1",-1.5513,10.02945,-17.6488115527943,1.84142029906912e-09,1.1187519326667e-07,12.2689169318164
"CLIP3",-1.42460666666667,10.28243,-17.6346236836172,1.85737689835063e-09,1.12481789400437e-07,12.2599321327202
"BRIP1",1.60091666666667,9.63210833333333,17.5887480910216,1.91000916192782e-09,1.15298437678681e-07,12.2308301651934
"ACTN1",1.24473333333333,12.1871666666667,17.5569146007161,1.94748334236195e-09,1.17184988083211e-07,12.2105908615235
"POLD3",1.33472,9.69000666666667,17.5397985814547,1.96796206924423e-09,1.18040119783904e-07,12.1996933766832
"CRHBP",-1.50950333333333,7.62006166666667,-17.5299067165888,1.97990401588678e-09,1.18298164866702e-07,12.1933904864463
"BAZ2B",-1.48208666666667,8.34371666666667,-17.5239957515683,1.98707761575608e-09,1.18298164866702e-07,12.1896224260365
"SORBS1",-1.31130333333334,9.32114166666667,-17.520685358821,1.99110747917302e-09,1.18298164866702e-07,12.1875115900057
"DKK3",-1.50464,9.61761333333333,-17.5083896093234,2.00615352783491e-09,1.18488442429548e-07,12.1796678075763
"APOD",-1.70131666666667,9.62944166666667,-17.507788309936,2.00689248885133e-09,1.18488442429548e-07,12.1792840800788
"EBNA1BP2",1.2288,11.3565,17.4853508465268,2.03467946927436e-09,1.19753603513479e-07,12.1649557747139
"NEBL",-1.34738333333333,8.029855,-17.4568785046494,2.07054395582528e-09,1.21484812660477e-07,12.1467469011839
"HELLS",1.73834,8.77561,17.437351192565,2.09553814841245e-09,1.22569458034783e-07,12.1342412821724
"RFWD3",1.23416666666667,11.2007833333333,17.4253561045272,2.11105390459064e-09,1.23094703526502e-07,12.126552414466
"KIF18B",1.40891666666667,9.74870833333333,17.4103426011308,2.13065025321982e-09,1.23853910089945e-07,12.1169212075333
"EPHA2",1.40924666666667,10.15071,17.3716543676736,2.18206545410402e-09,1.26452371577216e-07,12.0920639214098
"TTLL1",-1.30211,9.036015,-17.3582107662623,2.2002460262827e-09,1.27114827174872e-07,12.083413300819
"WIPF1",1.37705666666667,10.1861716666667,17.3381954057558,2.22761980530321e-09,1.28302726033886e-07,12.0705213958512
"CCNA2",1.33306666666667,10.8434666666667,17.3266317456338,2.24360330030896e-09,1.28829343164692e-07,12.0630663976562
"SAMD9L",-1.42758333333333,9.25355166666667,-17.2776970074828,2.31263546023823e-09,1.32213347928089e-07,12.0314629813533
"PCDH15",-1.34724333333333,6.13024833333333,-17.2749512988686,2.31657666009713e-09,1.32213347928089e-07,12.0296870563737
"FIGNL1",1.38905666666667,8.542795,17.262911914592,2.33394444903793e-09,1.32802144269427e-07,12.0218966234697
"ALDH3B1",-1.53124333333334,10.2618116666667,-17.2321445869233,2.378975319207e-09,1.34621236314566e-07,12.0019628604493
"TYMS",1.35416666666667,11.4514833333333,17.2313100560652,2.38020981696668e-09,1.34621236314566e-07,12.0014216797041
"MTMR11",-1.18334666666667,8.58651,-17.2136373743538,2.4065167279728e-09,1.35701604954011e-07,11.9899550151761
"SIPA1L2",-1.56543,9.88385166666667,-17.2071208758325,2.41629657610766e-09,1.35846357356453e-07,11.9857238908017
"NCAPG2",1.34220666666666,9.47549666666667,17.1740407499425,2.46661363009821e-09,1.38262503301398e-07,11.964220278716
"SLC7A8",-2.29676666666667,8.1599,-17.1641329898441,2.48190480976356e-09,1.38706810644175e-07,11.9577716730617
"HSD17B8",-1.23203333333333,8.66041333333333,-17.1493303172758,2.50494290708724e-09,1.39368188212156e-07,11.9481301718461
"ANKRD1",1.98157666666667,8.403345,17.1470333404693,2.50853858999262e-09,1.39368188212156e-07,11.9466333206789
"UBA7",-1.45891666666667,8.18323166666667,-17.1380855189,2.52259908817425e-09,1.39518673581854e-07,11.9408004491899
"EGFR",1.24899666666667,8.59657833333333,17.1358895732315,2.52606284864671e-09,1.39518673581854e-07,11.9393684970666
"ARSD",-1.34738333333334,9.15004166666667,-17.0837819959353,2.6097902738222e-09,1.43721608237331e-07,11.9053355430911
"ABAT",-1.70271666666667,9.38820833333333,-17.0528387272215,2.66093486228397e-09,1.46110924770426e-07,11.8850762655227
"OLFML2B",-1.22108333333333,7.15107166666667,-17.0178973183338,2.72000117089858e-09,1.48920064106697e-07,11.862154937688
"GPNMB",-1.35783333333333,12.42345,-16.9857367089433,2.77562794831757e-09,1.51148565282291e-07,11.8410160603953
"FAM83D",1.24492333333333,10.2380716666667,16.9831461617233,2.78016222498038e-09,1.51148565282291e-07,11.8393115720732
"HIST1H3J",1.65163666666667,8.84057833333333,16.9805124556357,2.78478029908437e-09,1.51148565282291e-07,11.8375784196928
"CHRNA5",1.48022,9.41295333333333,16.9505270230885,2.83795028732683e-09,1.53507412710995e-07,11.8178270201241
"HIST1H2AL",1.2614,8.02441333333333,16.9468527041551,2.84454109780914e-09,1.53507412710995e-07,11.8154043406057
"SULF1",-1.30011666666667,8.46816166666667,-16.9406838262877,2.85564397297235e-09,1.53666281677032e-07,11.8113356789168
"PNRC1",-1.28146,10.2454033333333,-16.9273120689948,2.87987281637391e-09,1.54200421024818e-07,11.8025112889781
"STIL",1.63672666666666,10.2373033333333,16.926174238724,2.8819447913739e-09,1.54200421024818e-07,11.8017600814157
"ZNF724",1.14711333333333,10.3398433333333,16.9172716991311,2.89821225836492e-09,1.54631528821657e-07,11.795880785404
"CDK2",1.22336666666667,10.95725,16.9020606601984,2.92623859491309e-09,1.55685812702241e-07,11.7858281465463
"NCAPD3",1.27146666666667,10.7326,16.8952175690155,2.93894295283625e-09,1.55869790524946e-07,11.7813027466314
"ZFP36L2",1.24096666666667,10.8558833333333,16.8912970129282,2.94624856254012e-09,1.55869790524946e-07,11.7787092201025
"GNE",1.33111666666666,10.4951416666667,16.8832551870132,2.96129564589863e-09,1.56227008949173e-07,11.7733875060542
"PCDH7",-2.05648666666667,8.67668,-16.8608579489061,3.00364526856395e-09,1.58018589352328e-07,11.7585526611843
"UGT2B7",-2.04690333333333,6.457415,-16.8447277916417,3.03455250598403e-09,1.59199893865469e-07,11.7478566174658
"SHB",1.38675,9.204805,16.8385430883744,3.04649465281174e-09,1.59382445252934e-07,11.7437527728731
"HJURP",1.77803,10.107485,16.8231501544556,3.07643951253642e-09,1.60222635527549e-07,11.7335322858511
"TPPP3",-1.36683333333334,8.96385333333333,-16.8215511018105,3.07956854948353e-09,1.60222635527549e-07,11.7324700229094
"BAIAP2L1",1.28938666666666,10.0586066666667,16.8069533656067,3.10829397364061e-09,1.61271649310048e-07,11.7227679679484
"IL1RL1",1.93593,6.87141833333333,16.7927158600618,3.13659130197096e-09,1.61884320048882e-07,11.7132972204793
"IFIT2",-1.26905333333333,6.64729666666667,-16.7888319097848,3.14435925879035e-09,1.61884320048882e-07,11.7107122358014
"RPE65",-1.35249333333333,5.9087,-16.7880685995887,3.14588834755711e-09,1.61884320048882e-07,11.7102041402492
"NCALD",-1.19037666666667,7.66795833333333,-16.7690176993114,3.18431479483271e-09,1.63046705011582e-07,11.6975154779308
"PRKN",-1.17818666666667,7.42382666666667,-16.7670550927928,3.18830234747468e-09,1.63046705011582e-07,11.6962074858619
"RAD18",1.26341,10.265395,16.7640355111279,3.19444802746489e-09,1.63046705011582e-07,11.6941947672572
"DHX58",-1.25742,7.97577666666667,-16.7521823140108,3.21869732560274e-09,1.63840393055141e-07,11.6862904545971
"RFC3",1.6387,11.2088166666667,16.7203992848661,3.28471228918648e-09,1.6675005728986e-07,11.6650683445705
"NEDD4L",1.53358666666666,10.56764,16.7139329421198,3.29832255961941e-09,1.66990879268473e-07,11.6607457231676
"HHLA3",-1.39448,9.13011333333333,-16.7069305056822,3.31313035968293e-09,1.6729087719643e-07,11.6560628524858
"RAB27B",-1.54407333333334,9.69416333333333,-16.6884486994234,3.35256135616441e-09,1.67911703674317e-07,11.6436937621504
"RANBP1",1.25380333333333,10.471965,16.6879676675148,3.3535944266471e-09,1.67911703674317e-07,11.6433716455491
"MINDY1",-1.4464,9.36731333333333,-16.6868277053413,3.35604400636421e-09,1.67911703674317e-07,11.6426082481269
"HIST1H2AE",1.43719,7.76850833333333,16.6819764786622,3.36649021629332e-09,1.67911703674317e-07,11.6393589501768
"MCM8",1.56176666666666,11.40445,16.6803491226074,3.3700023356107e-09,1.67911703674317e-07,11.638268754133
"C12orf76",-1.30357333333333,8.76074666666667,-16.6695543112713,3.393400500178e-09,1.67967770616054e-07,11.6310344247116
"CCDC146",-1.39488666666667,7.16502666666667,-16.6632482072318,3.40715088590182e-09,1.67967770616054e-07,11.6268061195386
"UBE2T",1.34978666666666,10.7045066666667,16.6599497921087,3.41436715466507e-09,1.67967770616054e-07,11.6245938644188
"KCNJ10",-1.51880666666667,7.01501666666667,-16.658210816827,3.41817836945265e-09,1.67967770616054e-07,11.6234273537368
"BOP1",1.17267666666667,10.045095,16.6563472973816,3.42226767407019e-09,1.67967770616054e-07,11.622177163719
"HIST1H2BG",1.28114,8.50531333333333,16.655268431598,3.42463756592146e-09,1.67967770616054e-07,11.6214533151273
"CKAP2L",1.84999333333333,9.86380333333333,16.6416931087724,3.45461074392278e-09,1.6876842830447e-07,11.6123411649568
"PLXNB3",-1.36175,9.58319166666667,-16.6397683056521,3.45888357892776e-09,1.6876842830447e-07,11.611048582021
"CYR61",1.34300666666666,9.16124,16.6141627952855,3.51627459478269e-09,1.70600119473252e-07,11.5938392691578
"CDR1",-1.27148666666667,7.47036,-16.6141414244182,3.51632292459104e-09,1.70600119473252e-07,11.5938248948967
"GMNN",1.57568666666667,8.83990666666667,16.6109280675845,3.52359809255045e-09,1.70600119473252e-07,11.5916633491674
"POLA2",1.32517333333333,9.25909666666667,16.5988094466413,3.5511826885792e-09,1.71494807068463e-07,11.5835077057016
"CALCRL",-1.97239666666666,6.32937166666667,-16.5932298360137,3.56396192190578e-09,1.71671761731901e-07,11.5797507218309
"EXOSC9",1.12306666666667,10.6970666666667,16.581885522936,3.59009871143372e-09,1.72489589620262e-07,11.572108246015
"NEIL3",1.67739666666667,9.91270166666667,16.5693936166162,3.61912074500887e-09,1.73331589533727e-07,11.5636866350597
"PIK3C2B",-1.15751666666666,8.75812166666667,-16.5636416577564,3.63256973651299e-09,1.73331589533727e-07,11.559806739489
